tconst,primaryTitle,title,region,actor1,actor2,actor3,actor4,actor5,actress1,actress2,actress3,actress4,actress5,director1,director2,writer1,writer2,writer3,originalTitle,genre1,genre2,genre3,original_title,original_language,overview,origin_country,poster_path,tmdb_id
tt1862079,Safety Not Guaranteed,Safety Not Guaranteed,FR,Jake Johnson,Karan Soni,,,,Aubrey Plaza,,,,,Colin Trevorrow,,Derek Connolly,,,Safety Not Guaranteed,Comedy,Drama,Fantasy,Safety Not Guaranteed,en,Trois journalistes enquêtent sur le mystérieux auteur d'une petite annonce qui cherche un compagnon pour voyager dans le temps.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4kJbDDwZ3R0TZxYMBKJ9AsJ8qcA.jpg,84332.0
tt0480687,Hall Pass,Bon à tirer (B.A.T.),FR,Jason Sudeikis,,,,,Christina Applegate,Jenna Fischer,,,,Bobby Farrelly,Peter Farrelly,Pete Jones,Kevin Barnett,,Hall Pass,Comedy,Romance,,Hall Pass,en,"Meilleurs amis du monde, Rick et Fred sont tous deux mariés depuis longtemps. Lorsqu’ils commencent à montrer des signes de lassitude à la maison, leurs femmes décident d’une mesure radicale pour mettre du piment dans leur vie conjugale : elles donnent à leurs hommes « carte blanche », une semaine de liberté totale où ils pourront faire ce que bon leur semble. Sans aucune question. Au début, cela ressemble à un rêve devenu réalité pour Rick et Fred, mais ils découvrent rapidement, dans des situations hilarantes, que leur idéal de vie célibataire - et eux-mêmes - sont totalement en décalage avec le monde réel.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tAnCnLKTXvgxKDzKeCZrtjlSwpV.jpg,48988.0
tt0870984,Antichrist,Antichrist,FR,Storm Acheche Sahlstrøm,,,,,Charlotte Gainsbourg,,,,,Lars von Trier,,,,,Antichrist,Drama,Horror,Thriller,Antichrist,en,"Un couple en deuil se retire à Eden, un chalet isolé dans la forêt, où ils espèrent guérir leurs cœurs et sauver leur mariage. Mais la nature reprend ses droits et les choses vont de mal en pis…",DK,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7dZolgPm00vOd7RxWOMf94pA67J.jpg,17609.0
tt0107977,Robin Hood: Men in Tights,Sacré Robin des Bois,FR,Richard Lewis,Roger Rees,,,,Amy Yasbeck,,,,,Mel Brooks,,J.D. Shapiro,Evan Chandler,,Robin Hood: Men in Tights,Adventure,Comedy,Musical,Robin Hood: Men in Tights,en,"Les aventures de Robin des Bois et de ses compagnons en collants, vues par Mel Brooks.",FR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/a2zVlgn1AvVjfT6GLsCpFN9T5kj.jpg,8005.0
tt0070608,Robin Hood,Robin des Bois,FR,Phil Harris,Roger Miller,Peter Ustinov,,,,,,,,Wolfgang Reitherman,David Hand,Frank Thomas,Larry Clemmons,Ken Anderson,Robin Hood,Adventure,Animation,Comedy,Robin Hood,en,"Le prince Jean est un affreux souverain qui maltraite ses sujets. Un seul le défie ouvertement et lui résiste. Caché dans la forêt de Sherwood, se trouve le vaillant et insaisissable Robin des Bois.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hdCknFMFyH0xO8nleMnDK8KNOYm.jpg,11886.0
tt0117731,Star Trek: First Contact,Star Trek : Premier Contact,FR,Jonathan Frakes,Brent Spiner,LeVar Burton,,,,,,,,,,Gene Roddenberry,Rick Berman,Brannon Braga,Star Trek: First Contact,Action,Adventure,Drama,Star Trek: First Contact,en,"XXIVe siècle. Alors que l'Enterprise patrouille au fond de la galaxie, le capitaine Picard et ses hommes reçoivent un message de détresse : les terribles Borg, mi-hommes mi-machines, sont en train d'attaquer la Terre afin de changer l'histoire de l'Univers. Pour les contrer, une seule solution : les suivre et remonter le temps avec eux, trois siècles en arrière, à l'heure du premier contact avec les Vulcains...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/U9Ol8bdoHWRfdrLdxbHeLjY8M4.jpg,199.0
tt9495224,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,FR,Craig Parkinson,Asim Chaudhry,,,,Alice Lowe,,,,,David Slade,,Charlie Brooker,,,Black Mirror: Bandersnatch,Drama,Fantasy,Mystery,Black Mirror: Bandersnatch,en,"En 1984, un jeune programmeur remet en question la notion de réalité en adaptant un roman fantastique en jeu vidéo. Une histoire hallucinante aux multiples dénouements.  Episode spécial de la série d'anthologie Black Mirror.",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fR0VZ0VE598zl1lrYf7IfBqEwQ2.jpg,569547.0
tt0268695,The Time Machine,La machine à explorer le temps,FR,Yancey Arias,Mark Addy,,,,Phyllida Law,,,,,Simon Wells,,H.G. Wells,David Duncan,John Logan,The Time Machine,Action,Adventure,Sci-Fi,The Time Machine,en,"À New York, en 1899, Alexander Hartdegen, un brillant physicien de l'Université de Columbia, fait la connaissance d'Emma, une charmante demoiselle dont il tombe follement amoureux. Un soir, dans Central Park, il trouve le courage de lui déclarer sa flamme et de lui offrir une bague de fiançailles. Un voleur tente alors de dérober le fameux bijou, mais Emma ne se laisse pas faire. Un coup de feu retentit, la malheureuse s'effondre et meurt dans les bras d'Alexander. Refusant cette triste fatalité, celui-ci consacre tout son savoir et toute son énergie à construire une machine à explorer le temps afin d'altérer le cours des événements et ainsi sauver la vie de sa bien-aimée. Alexander embarque à l'insu de tous pour ce voyage de la dernière chance et se voit bientôt propulsé dans le XXIe siècle.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vHOTygqu6tZfdCTR6XR85dx2o73.jpg,2135.0
tt0263488,Jeepers Creepers,Jeepers Creepers: Le Chant du diable,FR,Jonathan Breck,,,,,Gina Philips,Patricia Belcher,,,,Victor Salva,,,,,Jeepers Creepers,Horror,Mystery,,Jeepers Creepers,en,"Les vacances d'été sont enfin arrivées et, comme chaque année, Trish et Darry, deux étudiants, frère et soeur, prennent la route pour rendre visite à leurs parents. Sur le chemin, un routier agressif emboutit l'arrière de leur voiture sans raison apparente. Quelques kilomètres plus loin, Trish et Darry revoient le même camion, à côté d'une église abandonnée. Ils aperçoivent le conducteur, entièrement vêtu de loques, qui jette un corps dans une canalisation. Malgré les protestations de Trish, Darry veut en avoir le coeur net. Dès que la voie est libre, il va voir et s'engage dans le conduit. Il va y faire une découverte terrifiante.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/g8bTqu3hxzab00C7BVtwGWBs03N.jpg,8922.0
tt0455824,Australia,Australia,FR,Shea Adams,Eddie Baroo,,,,Nicole Kidman,,,,,Baz Luhrmann,,Stuart Beattie,Ronald Harwood,Richard Flanagan,Australia,Adventure,Drama,Romance,Australia,en,"Une aristocrate anglaise se retrouve à la tête d'une propriété gigantesque dans le nord de l'Australie. Pour échapper à des jaloux, elle demande à un type rugueux et peu loquace de conduire son troupeau de plusieurs milliers de têtes à des centaines de kilomètres. La Seconde Guerre mondiale n'est pas loin, et les Japonais ont commencé à bombarder la ville de Darwin.",AU,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fYQpZN4LUDxFO6wEvb5oWo1I8vW.jpg,6972.0
tt0092965,Empire of the Sun,Empire du Soleil,FR,John Malkovich,Nigel Havers,,,,Miranda Richardson,,,,,Steven Spielberg,,Tom Stoppard,J.G. Ballard,Menno Meyjes,Empire of the Sun,Drama,History,War,Empire of the Sun,en,"En 1941, la concession internationale de Shanghai semble ignorer tout de l'occupation japonaise du reste du pays. James Graham, jeune fils d'un industriel britannique, y vit une existence protégée et pleine d'aventures imaginaires. Mais l'attaque de Pearl Harbour marque la fin de cet état de grâce, et James se retrouve séparé de sa famille. Condamné au statut d'errant, il se retrouve finalement emprisonné dans un camp de prisonniers où il doit apprendre à survivre...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5mdfg5UCt0UF0ZxshSsuGoDG17w.jpg,10110.0
tt2884206,I Origins,I Origins,FR,Steven Yeun,,,,,Astrid Bergès-Frisbey,Brit Marling,,,,Mike Cahill,,,,,I Origins,Drama,Mystery,Romance,I Origins,en,"Sur le point de faire une découverte scientifique, un médecin part en Inde à la recherche d'une jeune fille qui pourrait confirmer ou infirmer sa théorie. Le film retrace le voyage incroyable qui va relier des individus totalement différents, et prouver que la science et les sentiments ne sont pas deux univers séparés...",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gPkbUkfVMPu6r4wwCxdqv4sPszy.jpg,244267.0
tt0453451,Mr. Bean's Holiday,Les Vacances de Mr. Bean,FR,Willem Dafoe,Steve Pemberton,,,,Lily Atkinson,,,,,Steve Bendelack,,Richard Curtis,Simon McBurney,Hamish McColl,Mr. Bean's Holiday,Comedy,Family,,Mr. Bean's Holiday,en,"Mr. Bean a gagné une semaine de vacances sur la Côte d'Azur, et une caméra vidéo. Il quitte son Angleterre natale pour la France. Arrivé à Paris, il demande à un autre passager de le filmer en train de monter à bord du train pour Cannes. L'homme est en fait le réalisateur russe Emil Duchevsky, qui se rend à Cannes pour faire partie du jury du Festival du Film. Dans la confusion du départ, Duchevsky rate le train, et Mr. Bean se retrouve à bord avec Stepan, son fils de dix ans, qui ne parle pas un mot d'anglais. Pour Mr. Bean et Stepan commence alors un périple vers le sud de la France plein de surprises, de rencontres et d'aventures toutes plus délirantes les unes que les autres...",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6TX8aDredNIFgLmS3tnRi9wMwQI.jpg,1268.0
tt0087928,Police Academy,Police Academy,FR,G.W. Bailey,Bubba Smith,,,,Kim Cattrall,,,,,Hugh Wilson,,Neal Israel,Pat Proft,Paul Maslansky,Police Academy,Comedy,,,Police Academy,en,Une école de police ouverte à tous candidats sans qualifications particulières accueille bientôt le turbulent Carey Mahoney. Un individu qui fera tout pour s’en faire renvoyer avec l’aide de ses camarades tout aussi farfelus.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5E4IC0RGjD1w4IQ41QP7T4jcYeG.jpg,9336.0
tt1488606,Triple Frontier,Triple frontière,FR,Oscar Isaac,Charlie Hunnam,Garrett Hedlund,,,,,,,,J.C. Chandor,,Mark Boal,,,Triple Frontier,Action,Adventure,Crime,Triple Frontier,en,Les loyautés sont mises à l'épreuve quand cinq anciens membres des forces spéciales font main basse sur la fortune d'un puissant baron de la drogue.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8QmdMhPawTraDQmMHxiYM9wrQ7k.jpg,399361.0
tt2866360,Coherence,Coherence,FR,Nicholas Brendon,,,,,Emily Baldoni,Elizabeth Gracen,,,,James Ward Byrkit,,Alex Manugian,,,Coherence,Drama,Mystery,Sci-Fi,Coherence,en,"Un soir, alors qu’une comète s’apprête à passer au-dessus de Los Angeles, Em se rend à un dîner entre amis et s’aperçoit en route que son téléphone portable ne marche plus. Une fois arrivée, les personnes présentes évoquent des faits étranges qui se seraient produits dans des circonstances similaires. Brusquement, la maison se retrouve plongée dans le noir. Selon Em, les événements inexplicables qui s’ensuivent sont le fait de l’un des invités qui agirait avec la complicité de résidents malveillants et potentiellement dangereux d’une habitation voisine. Alors que la tension est à son comble, les convives font une découverte inattendue qui changera, pour chacun et à jamais, le cours de son existence.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ezUtb9m5DeLwL2gxi4gktzNCvQv.jpg,220289.0
tt0120657,The 13th Warrior,Le 13ème guerrier,FR,Dennis Storhøi,Vladimir Kulich,,,,Diane Venora,,,,,John McTiernan,Michael Crichton,William Wisher,Warren Lewis,,The 13th Warrior,Action,Adventure,History,The 13th Warrior,en,"Contraint à l'exil par son calife, pour avoir séduit la femme d'un autre, Ahmed Ibn Fahdlan est envoyé comme ambassadeur en Asie mineure. Une prophétie l'oblige à devenir le ""13e Guerrier"" d'un groupe de Vikings partant porter secours au seigneur Rothgar, dont le village est régulièrement attaqué par une horde de démons, mi-humains mi-animaux. Au cours de ce long périple vers le nord de l'Europe, Ahmed apprend la langue de ses compagnons et le maniement des armes. Sur place, il devra affronter ses propres peurs.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9s1hiykwChermHuWhNeIEt0ls5M.jpg,1911.0
tt2510894,Hotel Transylvania 2,Hôtel Transylvanie 2,FR,Andy Samberg,Kevin James,,,,Selena Gomez,,,,,Genndy Tartakovsky,,Robert Smigel,Todd Durham,,Hotel Transylvania 2,Adventure,Animation,Comedy,Hotel Transylvania 2,en,"Dracula est dorénavant grand‐père et est bien décidé à initier son petit garçon à la crinière rousse aux rudiments du monde de l’épouvante. Bien sûr, rien ne va se passer comme prévu pour notre drôlissime vampire et sa bande de monstres : Frankenstein, la Momie, l’Homme invisible, le Loup‐garou et le Blob…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8VUK4vsvVqJFD4oPzwU9UMRQbnq.jpg,159824.0
tt1132626,Saw V,Saw 5,FR,Costas Mandylor,Tobin Bell,,,,Betsy Russell,,,,,David Hackl,,Patrick Melton,Marcus Dunstan,,Saw V,Crime,Horror,Mystery,Saw V,en,"Dans ce nouveau volet de la saga Saw, il semble que Hoffman soit le seul héritier du pouvoir du Tueur au puzzle. Mais lorsque son secret risque d’être découvert, il n’a pas le droit à l’erreur et doit éliminer chaque menace. Les pièges vont se multiplier pour se refermer, inexorablement, en déclenchant autant de frissons que de cas de conscience…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/84QVkWB6r7fJ4RqUqd4HwAU5Uo5.jpg,11917.0
tt0424095,Flushed Away,Souris City,FR,Ian McKellen,Jean Reno,,,,Kate Winslet,,,,,David Bowers,Sam Fell,Joe Keenan,Dick Clement,Ian La Frenais,Flushed Away,Action,Adventure,Animation,Flushed Away,en,"Roddy est un rat des beaux quartiers, qui habite une luxueuse résidence de Kensington. Lorsque Syd, un vulgaire rat d’égout, remonte par l’évier et prétend s’incruster dans son paradis, Roddy tente de l’évacuer en l’attirant dans les WC. Mais Syd n’est pas si bête, et c’est le « rat‐finné » Roddy que le tourbillon de la chasse aspire et expulse dans les égouts ! Dans cet univers haut en couleur, Roddy fait la connaissance de Rita, une dynamique fouille‐poubelles. Pressé de regagner ses appartements, Roddy requiert ses services, mais Rita insiste pour être payée d’avance, et notre « hé‐rat » n’en a pas les moyens. Ses ennuis ne font d’ailleurs que commencer, car l’infâme Crapaud a chargé ses rats de main de les refroidir. Lorsque les deux balourds se plantent lamentablement, Crapaud appelle à la rescousse son cousin français, le redoutable mercenaire La Grenouille…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sF80Xyn9tTdpB4Fpd7ZpChjkbv4.jpg,11619.0
tt0765010,Brothers,Brothers,FR,Tobey Maguire,Sam Shepard,,,,Natalie Portman,,,,,Jim Sheridan,,David Benioff,Susanne Bier,Anders Thomas Jensen,Brothers,Drama,Thriller,War,Brothers,en,"Sam, Grace, leurs deux petites filles forment une famille parfaite. Sam, envoyé par l'ONU en mission à l'étranger, confie alors à Tommy, son frère tout juste sorti de prison, le soin de s'occuper de sa famille. Mais lorsque Sam est porté disparu, présumé mort, Tommy et Grace se rapprochent contre toute attente. Jusqu'au jour où Sam revient du front...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iRwtV7PkoxHwEgHjvGoyfDTqjR8.jpg,7445.0
tt0089881,Ran,Ran,FR,Akira Terao,Jinpachi Nezu,Daisuke Ryû,,,,,,,,Akira Kurosawa,,Hideo Oguni,Masato Ide,William Shakespeare,Ran,Action,Drama,War,乱,ja,"Dans le Japon du XVIème siècle, le seigneur Hidetora Ichimonji décide de se retirer et de partager son domaine entre ses trois fils, Taro, Jiro et Saburo. Mais la répartition de cet héritage va déchirer la famille.",JP,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7u1Hk0YTt2bwYbjUitIypGEmcbZ.jpg,11645.0
tt4651520,Bad Moms,Bad Moms,FR,,,,,,Mila Kunis,Kathryn Hahn,Kristen Bell,Christina Applegate,,Jon Lucas,Scott Moore,,,,Bad Moms,Comedy,,,Bad Moms,en,"En apparence, Amy a une vie parfaite : un mariage heureux, de beaux enfants et une carrière qui décolle. En réalité, elle se met tellement la pression pour être au top sur tous les fronts, qu’elle est sur le point de craquer. Au bout du rouleau, elle trouve comme alliées deux autres mères épuisées elles aussi par le stress des règles imposées par Gwendoline, la toute puissante présidente des parents d’élèves. Ces trois nouvelles meilleures amies se lancent dans une folle virée en quête de fun et de détente, loin de leurs responsabilités conventionnelles de mères de famille. Ce qui a tendance à crisper le clan de Gwendoline et ses mères parfaites…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/u9q10ljhkLj0tNCjlVqe3DCjoU4.jpg,376659.0
tt1571234,Mortal Engines,Mortal Engines,FR,Hugo Weaving,,,,,Hera Hilmar,Jihae,,,,Christian Rivers,,Fran Walsh,Philippa Boyens,Peter Jackson,Mortal Engines,Action,Adventure,Fantasy,Mortal Engines,en,"Des centaines d’années après qu’un événement apocalyptique ait détruit la Terre, l’humanité s’est adaptée pour survivre en trouvant un nouveau mode de vie. Ainsi, de gigantesques villes mobiles errent sur Terre prenant sans pitié le pouvoir sur d’autres villes mobiles plus petites.  Tom Natsworthy - originaire du niveau inférieur de la grande ville mobile de Londres – se bat pour sa propre survie après sa mauvaise rencontre avec la dangereuse fugitive Hester Shaw. Deux personnages que tout oppose, qui n’étaient pas destinés à se croiser, vont alors former une alliance hors du commun, destinée à bouleverser le futur.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3bWRzSRlnhoJJRURlMN5HZnfdZC.jpg,428078.0
tt1937390,Nymphomaniac: Vol. I,Nymphomaniac - Volume 1,FR,Shia LaBeouf,,,,,Charlotte Gainsbourg,Stacy Martin,,,,Lars von Trier,,,,,Nymphomaniac: Vol. I,Drama,,,Nymphomaniac: Vol. I,en,"La folle et poétique histoire du parcours érotique d'une femme, de sa naissance jusqu'à l'âge de 50 ans, racontée par le personnage principal, Joe, qui s'est auto-diagnostiquée nymphomane. Par une froide soirée d’hiver, le vieux et charmant célibataire Seligman découvre Joe dans une ruelle, rouée de coups. Après l'avoir ramenée chez lui, il soigne ses blessures et l’interroge sur sa vie. Seligman écoute intensément Joe lui raconter en huit chapitres successifs le récit de sa vie aux multiples ramifications et facettes, riche en associations et en incidents de parcours.",DK,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oY4NAYVbLXW85D2WH00i3S2glNg.jpg,258216.0
tt3874544,The Boss Baby,Baby Boss,FR,Steve Buscemi,Jimmy Kimmel,,,,Lisa Kudrow,,,,,Tom McGrath,,Michael McCullers,Marla Frazee,,The Boss Baby,Adventure,Animation,Comedy,The Boss Baby,en,"C'est toujours un choc de voir ses parents rentrer à la maison avec un bébé dans les bras – surtout quand il porte une cravate, qu’il se balade avec un attaché-case et qu’il a la voix d’un quinquagénaire ! Si Tim, 7 ans, ne voit pas d’un très bon œil ce «Baby Boss» débarquer chez lui, il découvre qu’il a en réalité affaire à un espion et que lui seul peut l’aider à accomplir sa mission ultra secrète… Car Baby Boss se prépare à un affrontement titanesque entre les bébés et…. les toutous, charmants petits chiots qui vont bientôt être vendus pour remplacer les bébés dans le cœur des parents !",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jx6qegqlZmfUqHUZROK9k9QMN0X.jpg,295693.0
tt2763304,T2 Trainspotting,T2 Trainspotting,FR,Ewen Bremner,Jonny Lee Miller,Robert Carlyle,,,,,,,,Danny Boyle,,John Hodge,Irvine Welsh,,T2 Trainspotting,Drama,,,T2 Trainspotting,en,"D’abord, une bonne occasion s’est présentée. Puis vint la trahison.  Vingt ans plus tard, certaines choses ont changé, d’autres non.  Mark Renton revient au seul endroit qu’il ait jamais considéré comme son foyer.  Spud, Sick Boy et Begbie l’attendent.  Mais d’autres vieilles connaissances le guettent elles aussi : la tristesse, le deuil, la joie, la vengeance, la haine, l’amitié, le désir, la peur, les regrets, l’héroïne, l’autodestruction, le danger et la mort. Toutes sont là pour l’accueillir, prêtes à entrer dans la danse...",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mMzaYBr3c1lA9LkyNqVfQFneoq6.jpg,180863.0
tt2386490,How to Train Your Dragon: The Hidden World,Dragons 3: Le monde caché,FR,F. Murray Abraham,,,,,America Ferrera,Cate Blanchett,,,,Dean DeBlois,,Cressida Cowell,,,How to Train Your Dragon: The Hidden World,Action,Adventure,Animation,How to Train Your Dragon: The Hidden World,en,"Ce qui avait commencé comme une amitié improbable entre un jeune Viking et un redoutable dragon Fury Nocturne est devenu une épique trilogie retraçant leurs vies. Dans ce nouveau chapitre, Harold et Krokmou vont enfin découvrir leurs véritables destinées : être le chef de Berk au côté d’Astrid et, en tant que dragon, être le leader de son espèce. Alors qu’ils réalisent leurs rêves de vivre en paix entre Vikings et dragons, une sombre menace planant sur le village et l’apparition d’une femelle Fury Nocturne vont mettre à mal leurs liens d’amitié comme jamais auparavant.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oki89nNxoecoOTyqdPe9MS8zbiX.jpg,166428.0
